_id,productName,sellerId,productCategory,productCondition,brand,features.type,features.size,features.color,description,productPrice,productImage,addTime,productStatus,numberOfVisit,tag[2]
593,Ice Cream Bar - Hagen Daz,253,game console,New,Adidas,,,Green,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,30.71,http://dummyimage.com/213x100.png/ff4444/ffffff,"{""$date"":""2021-02-25T10:57:59.000Z""}",Unsold,343,
594,Sping Loaded Cup Dispenser,371,furniture,New,Acer,sweater,36,Crimson,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,80.57,http://dummyimage.com/205x100.png/5fa2dd/ffffff,"{""$date"":""2021-02-24T04:55:09.000Z""}",Sold,218,
595,Kiwano,98,furniture,New,Nike,jeans,20,,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,43.24,http://dummyimage.com/220x100.png/5fa2dd/ffffff,"{""$date"":""2021-09-13T22:21:01.000Z""}",Sold,289,
596,Muffin Mix - Lemon Cranberry,135,game console,Old,Samsung,,,Yellow,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,91.27,http://dummyimage.com/171x100.png/ff4444/ffffff,"{""$date"":""2021-08-07T02:13:47.000Z""}",Sold,98,
597,Pepper - Chilli Seeds Mild,455,clothes,New,Sony,,,Violet,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,45.86,http://dummyimage.com/143x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-18T12:08:35.000Z""}",Unsold,345,
598,Trueblue - Blueberry 12x473ml,485,shoes,New,Acer,,,Fuscia,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,2.88,,"{""$date"":""2021-06-01T03:17:07.000Z""}",Unsold,413,
599,Noodles - Steamed Chow Mein,292,game console,Old,Samsung,,,,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,86.98,http://dummyimage.com/194x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-08T14:38:45.000Z""}",Sold,486,
600,Chips - Miss Vickies,29,others,Old,LG,,,Yellow,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,98.96,http://dummyimage.com/204x100.png/dddddd/000000,"{""$date"":""2021-01-04T18:37:12.000Z""}",Sold,145,
601,Soup Campbells - Italian Wedding,37,PC,New,Prada,sweater,40,Violet,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,11.46,http://dummyimage.com/185x100.png/dddddd/000000,"{""$date"":""2021-07-01T05:39:39.000Z""}",Unsold,100,
602,Container - Foam Dixie 12 Oz,182,television,Old,Sony,jeans,XL,Turquoise,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,74.9,http://dummyimage.com/211x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-29T09:19:34.000Z""}",Sold,498,
603,Pastry - Baked Cinnamon Stick,15,game console,New,Xiaomi,gaming,L,Mauv,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,87.53,http://dummyimage.com/169x100.png/5fa2dd/ffffff,"{""$date"":""2021-10-14T01:06:09.000Z""}",Unsold,371,
604,Lemon Balm - Fresh,51,PC,New,Google,,,Orange,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,47.13,http://dummyimage.com/249x100.png/cc0000/ffffff,"{""$date"":""2021-08-07T14:26:07.000Z""}",Unsold,42,
605,Wine - Prosecco Valdobiaddene,388,shoes,New,Samsung,,,Violet,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,57.29,,"{""$date"":""2021-05-24T03:03:05.000Z""}",Unsold,30,
606,"Chilli Paste, Sambal Oelek",339,laptop,Old,ASUS,,,Pink,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,95.85,http://dummyimage.com/160x100.png/dddddd/000000,"{""$date"":""2021-07-31T11:44:16.000Z""}",Sold,72,
607,Shrimp - Black Tiger 13/15,427,shoes,Old,Adidas,jeans,S,Goldenrod,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,77.05,http://dummyimage.com/170x100.png/5fa2dd/ffffff,"{""$date"":""2021-06-09T11:16:36.000Z""}",Sold,114,
608,"Lobster - Baby, Boiled",266,laptop,Old,ASUS,ultrabook,20,Green,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,69.69,http://dummyimage.com/171x100.png/dddddd/000000,"{""$date"":""2021-07-06T23:02:10.000Z""}",Unsold,303,
609,Bar Nature Valley,249,mobile,New,IKEA,,,Green,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,76.21,http://dummyimage.com/184x100.png/5fa2dd/ffffff,"{""$date"":""2020-12-06T19:02:46.000Z""}",Sold,468,
610,Chip - Potato Dill Pickle,113,mobile,Old,LG,sweater,40,Turquoise,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,54.66,http://dummyimage.com/110x100.png/ff4444/ffffff,"{""$date"":""2021-04-07T07:21:12.000Z""}",Sold,440,
611,Grenadine,121,mobile,New,ASUS,ultrabook,38,,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,10.61,http://dummyimage.com/249x100.png/dddddd/000000,"{""$date"":""2021-10-28T18:34:55.000Z""}",Unsold,230,
612,Bouq All Italian - Primerba,344,shoes,New,Prada,ultrabook,38,Blue,a suscipit nulla elit ac nulla sed vel enim sit,86.34,http://dummyimage.com/140x100.png/ff4444/ffffff,"{""$date"":""2021-02-09T11:46:07.000Z""}",Unsold,428,
613,"Stock - Veal, White",485,laptop,New,ASUS,ultrabook,M,Red,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,80.75,http://dummyimage.com/161x100.png/cc0000/ffffff,"{""$date"":""2021-07-27T02:51:07.000Z""}",Sold,317,
614,Curry Paste - Madras,84,PC,Old,Samsung,,,,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,95.49,,"{""$date"":""2021-10-02T06:32:50.000Z""}",Sold,127,
615,Wine - Chenin Blanc K.w.v.,221,television,New,Prada,ultrabook,38,Maroon,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,41.71,http://dummyimage.com/241x100.png/cc0000/ffffff,"{""$date"":""2021-10-13T02:47:14.000Z""}",Unsold,162,
616,Cookie Dough - Double,228,shoes,Old,MSI,,,Fuscia,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,59.45,,"{""$date"":""2021-07-30T14:24:04.000Z""}",Sold,37,
617,Gherkin - Sour,243,television,Old,Logitech,,,Aquamarine,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,53.27,http://dummyimage.com/131x100.png/5fa2dd/ffffff,"{""$date"":""2021-06-24T18:08:09.000Z""}",Sold,370,
618,Sour Puss - Tangerine,13,mobile,New,Sony,jeans,S,Red,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,65.95,http://dummyimage.com/223x100.png/ff4444/ffffff,"{""$date"":""2021-02-13T19:23:18.000Z""}",Unsold,179,
619,"Cherries - Maraschino,jar",156,clothes,Old,Xiaomi,,,Pink,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,92.02,http://dummyimage.com/180x100.png/ff4444/ffffff,"{""$date"":""2021-09-06T23:39:01.000Z""}",Sold,281,
620,Crackers - Graham,474,shoes,New,Sony,,,,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,4.78,http://dummyimage.com/147x100.png/ff4444/ffffff,"{""$date"":""2021-02-19T12:29:10.000Z""}",Unsold,390,
621,Creme De Menth - White,237,furniture,Old,iPhone,sweater,36,Aquamarine,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,7.29,http://dummyimage.com/107x100.png/ff4444/ffffff,"{""$date"":""2021-01-01T13:12:18.000Z""}",Unsold,389,
622,"Chilli Paste, Hot Sambal Oelek",212,laptop,New,Sony,sweater,38,Violet,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,12.66,http://dummyimage.com/228x100.png/cc0000/ffffff,"{""$date"":""2021-08-26T01:56:05.000Z""}",Sold,130,
623,Salt And Pepper Mix - Black,361,laptop,New,Sony,,,Mauv,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,63.97,,"{""$date"":""2021-04-05T13:03:52.000Z""}",Sold,400,
624,Pineapple - Regular,197,others,New,IKEA,sweater,M,Green,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,27.44,,"{""$date"":""2020-12-10T11:39:58.000Z""}",Sold,383,
625,Flour - Teff,223,PC,New,Samsung,,,Purple,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,60.72,http://dummyimage.com/181x100.png/dddddd/000000,"{""$date"":""2021-07-28T08:40:08.000Z""}",Sold,57,
626,Soup - Campbells Bean Medley,200,shoes,Old,Logitech,,,,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,87.56,http://dummyimage.com/145x100.png/dddddd/000000,"{""$date"":""2021-08-06T20:35:53.000Z""}",Sold,460,
627,"Mushroom - Chantrelle, Fresh",447,furniture,Old,ASUS,,,Turquoise,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,56.89,http://dummyimage.com/147x100.png/dddddd/000000,"{""$date"":""2021-08-07T08:35:16.000Z""}",Unsold,76,
628,Onions - Red,348,television,New,Acer,,,Khaki,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,87.21,http://dummyimage.com/141x100.png/ff4444/ffffff,"{""$date"":""2020-12-28T15:54:16.000Z""}",Sold,270,
629,Wine - Port Late Bottled Vintage,390,others,New,Samsung,jeans,15,Turquoise,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,92.1,,"{""$date"":""2021-07-21T18:05:01.000Z""}",Unsold,156,
630,Soup - Verve - Chipotle Chicken,98,mobile,Old,Logitech,,,Yellow,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,50.1,http://dummyimage.com/137x100.png/ff4444/ffffff,"{""$date"":""2021-02-06T11:49:19.000Z""}",Unsold,401,
631,Wine - Valpolicella Masi,333,shoes,Old,Google,ultrabook,XXL,Puce,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,60.25,http://dummyimage.com/141x100.png/5fa2dd/ffffff,"{""$date"":""2020-11-06T14:29:03.000Z""}",Sold,188,
632,Peach - Fresh,320,game console,New,Fujitsu,,,Fuscia,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,36.55,http://dummyimage.com/233x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-02T11:40:26.000Z""}",Sold,206,
633,Wine - German Riesling,443,mobile,New,Google,,,,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,38.54,http://dummyimage.com/112x100.png/ff4444/ffffff,"{""$date"":""2020-11-15T20:25:31.000Z""}",Unsold,352,
634,Rosemary - Fresh,424,television,New,Acer,jeans,XXL,Goldenrod,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,62.45,http://dummyimage.com/243x100.png/cc0000/ffffff,"{""$date"":""2021-02-23T06:56:54.000Z""}",Sold,382,
635,Drambuie,37,furniture,New,Logitech,,,,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,99.61,http://dummyimage.com/109x100.png/5fa2dd/ffffff,"{""$date"":""2020-11-20T12:16:16.000Z""}",Sold,406,
636,Raspberries - Fresh,234,laptop,Old,Sony,ultrabook,M,Goldenrod,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,33.64,http://dummyimage.com/142x100.png/cc0000/ffffff,"{""$date"":""2021-03-01T02:20:26.000Z""}",Unsold,415,
637,Shiro Miso,248,furniture,New,Xiaomi,ultrabook,15,,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,28.7,http://dummyimage.com/188x100.png/cc0000/ffffff,"{""$date"":""2021-08-18T03:50:01.000Z""}",Unsold,466,
638,Roe - Flying Fish,14,game console,New,MSI,,,Red,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,60.82,,"{""$date"":""2021-08-20T09:01:54.000Z""}",Unsold,64,
639,Spice - Paprika,411,laptop,New,Apple,sweater,L,Puce,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,47.23,http://dummyimage.com/189x100.png/cc0000/ffffff,"{""$date"":""2020-11-01T12:38:44.000Z""}",Unsold,127,
640,Wine - Sauvignon Blanc,50,furniture,Old,MSI,ultrabook,S,Orange,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,68.33,http://dummyimage.com/229x100.png/ff4444/ffffff,"{""$date"":""2020-12-23T11:19:54.000Z""}",Sold,266,
641,Godiva White Chocolate,20,game console,New,Sony,,,Indigo,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,48.2,,"{""$date"":""2021-05-06T10:48:19.000Z""}",Unsold,115,
642,Hersey Shakes,168,PC,New,Sony,,,Orange,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,24.12,http://dummyimage.com/135x100.png/cc0000/ffffff,"{""$date"":""2021-05-14T08:21:19.000Z""}",Unsold,310,
643,"Wine - Magnotta, White",53,shoes,Old,MSI,,,Pink,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,87.53,http://dummyimage.com/120x100.png/5fa2dd/ffffff,"{""$date"":""2021-10-02T20:40:54.000Z""}",Sold,486,
644,Jameson Irish Whiskey,170,shoes,New,iPhone,,,Yellow,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,37.05,http://dummyimage.com/242x100.png/cc0000/ffffff,"{""$date"":""2021-04-04T12:14:44.000Z""}",Unsold,56,
645,"Nut - Walnut, Chopped",474,PC,New,iPhone,jeans,38,Red,donec semper sapien a libero nam dui proin leo odio porttitor,78.11,,"{""$date"":""2021-05-19T06:24:23.000Z""}",Sold,20,
646,Napkin White,349,shoes,New,Google,,,Mauv,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,68.09,http://dummyimage.com/202x100.png/cc0000/ffffff,"{""$date"":""2021-09-03T02:10:55.000Z""}",Sold,468,
647,Wine - Riesling Dr. Pauly,396,clothes,New,iPhone,,,,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,85.73,http://dummyimage.com/237x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-05T05:04:40.000Z""}",Unsold,165,
648,Puff Pastry - Slab,212,clothes,New,IKEA,sweater,M,,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,96.85,http://dummyimage.com/127x100.png/dddddd/000000,"{""$date"":""2020-12-19T02:49:49.000Z""}",Unsold,321,
649,Liqueur - Melon,100,game console,New,Sony,,,Green,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,43.23,http://dummyimage.com/198x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-22T22:07:07.000Z""}",Sold,106,
650,Salmon Steak - Cohoe 6 Oz,259,furniture,Old,Acer,jeans,M,Red,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,88.68,http://dummyimage.com/198x100.png/ff4444/ffffff,"{""$date"":""2021-09-09T08:57:35.000Z""}",Unsold,281,
651,Coffee - Decafenated,414,clothes,New,LG,,,,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,57.44,http://dummyimage.com/216x100.png/5fa2dd/ffffff,"{""$date"":""2020-12-20T14:54:15.000Z""}",Unsold,329,
652,"Pork - Sausage, Medium",255,mobile,Old,Apple,,,Red,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,17.38,http://dummyimage.com/146x100.png/ff4444/ffffff,"{""$date"":""2021-08-19T22:52:10.000Z""}",Sold,110,
653,Chocolate Bar - Coffee Crisp,438,television,Old,Acer,,,Fuscia,in consequat ut nulla sed accumsan felis ut at dolor quis odio,89.03,http://dummyimage.com/201x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-12T00:25:11.000Z""}",Sold,98,
654,Guava,377,laptop,Old,Xiaomi,ultrabook,36,Fuscia,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,85.81,http://dummyimage.com/221x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-24T01:34:49.000Z""}",Sold,339,
655,Bagel - Everything,231,clothes,Old,Adidas,,,Blue,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,12.2,http://dummyimage.com/130x100.png/cc0000/ffffff,"{""$date"":""2021-07-28T16:08:41.000Z""}",Sold,202,
656,Vinegar - Tarragon,393,clothes,New,ASUS,ultrabook,M,Mauv,ut nulla sed accumsan felis ut at dolor quis odio,66.35,http://dummyimage.com/214x100.png/dddddd/000000,"{""$date"":""2020-12-11T14:49:19.000Z""}",Sold,166,
657,Tea - Lemon Green Tea,264,television,Old,IKEA,,,Maroon,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,33.67,http://dummyimage.com/146x100.png/ff4444/ffffff,"{""$date"":""2021-05-17T18:39:43.000Z""}",Sold,70,
658,Lemon Tarts,244,clothes,Old,Logitech,,,Yellow,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,79.18,http://dummyimage.com/208x100.png/5fa2dd/ffffff,"{""$date"":""2021-04-11T02:50:37.000Z""}",Sold,105,
